No,Title_,City_district,Place_rooms,Price,House area,Rooms No.,Floors,Contruction,Installation,Heating,Year of construction,Land area (a)
2238,Sodyba pardavimui,Alytaus r. sav.,Norūnai id:914437 2 kmb.,89000,37.0,2,1,,,,2016,773.0
2239,Namas pardavimui,Klaipėdos r. sav.,"Gargždai, Smeltalės g. id:914418 5 kmb.",275000,157.0,5,2,Plytinis,Naujas,Dujinis,1999,8.0
2240,Namas pardavimui,Panevėžys,"Rožės, Rūtų g. id:866045 3 kmb.",147000,158.0,3,2,Plytinis,,Dujinis,1966,3.11
2241,Namas pardavimui,Šiauliai,"Lieporiai, Mažosios Lietuvos g. id:914277 3 kmb.",95000,129.0,3,1,Plytinis,,Dujinis,2019,8.0
2242,Namas pardavimui,Anykščių r. sav.,Keblonys id:914276 3 kmb.,89000,109.0,3,2,Plytinis,,,2023,45.45
2243,Sodyba pardavimui,Ignalinos r. sav.,"Erzvėtas, Ežero g. id:810220 3 kmb.",165000,104.75,3,2,Rąstinis,Įrengtas,Kietu kuru,2011,108.0
2244,Kotedžas pardavimui,Vilnius,"Salininkai, Dusinėnų g. id:898196 4 kmb.",289000,129.0,4,2,Plytinis,,Dujinis,2020,3.7
2245,Namas pardavimui,Kretingos r. sav.,"Jokūbavas, Miško g. id:774030 4 kmb.",75000,100.0,4,2,Mūrinis,Renovuotas pastatas,Kietu kuru,1980,9.0
2246,Namas pardavimui,Klaipėdos r. sav.,"Gargždai, Geležinkelio Pylimo g. id:911515 6 kmb.",423000,359.0,6,2,Plytinis,,Dujinis,2004,8.59
2247,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Juodvarnių g. id:914227",28900,77.0,4,1,,,,1986,6.0
2248,Namas pardavimui,Panevėžys,"Centras, Sodų g. id:914207 6 kmb.",48000,90.0,6,2,Medinis,Reikia remonto,Centrinis,1920,5.57
2249,Namas pardavimui,Klaipėda,"Tauralaukis, Virkučių g. id:719751",215000,389.0,4,2,Plytinis,Reikia remonto,Elektrinis,1975,8.52
2250,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Dituvos g. id:894119 4 kmb.",115000,120.0,4,1,Mūrinis,Įrengtas,Kietu kuru,2018,6.0
2251,Namas pardavimui,Utenos r. sav.,"Utena, Utenio a. id:875589 5 kmb.",84600,186.28,5,2,Mūrinis,Įrengtas,Centrinis,1974,45.45
2252,Kotedžas pardavimui,Vilnius,"Kalnėnai, Rukainių g. id:909534 5 kmb.",332000,162.0,5,2,Plytinis,,,2023,3.35
2253,Kotedžas pardavimui,Vilnius,"Kalnėnai, Rukainių g. id:909533 5 kmb.",357000,161.0,5,2,Plytinis,,,2023,3.3
2254,Namas pardavimui,Vilnius,"Aukštieji Paneriai, Veisiejų g. id:880857 4 kmb.",229000,160.0,4,1,Plytinis,,,2023,12.0
2255,Kotedžas pardavimui,Vilnius,"Aukštieji Paneriai, Veisiejų g. id:880856 4 kmb.",169000,110.0,4,1,Plytinis,,,2023,6.0
2256,Namas pardavimui,Jonavos r. sav.,"Stoškai, Stumbro g. id:914102 2 kmb.",29900,78.0,2,2,Plytinis,,Kietu kuru,1991,9.1
2257,Namas pardavimui,Druskininkų sav.,"Druskininkai, Snaigupės g. id:895551 8 kmb.",269000,327.0,8,3,Plytinis,,,1994,6.0
2258,Namas pardavimui,Panevėžys,"Centras, Zanavykų g. id:914086 6 kmb.",275000,217.0,6,2,Plytinis,,Dujinis,2003,14.63
2259,Namas pardavimui,Panevėžio r. sav.,"Staniūnai, Riešutų g. id:914084 6 kmb.",259000,431.0,6,2,Plytinis,,Dujinis,2009,15.14
2260,Namas pardavimui,Vilnius,"Balsiai, Kryžiokų Sodų 8-oji g. id:914071",10000,18.0,4,1,,,,2008,45.45
2261,Sodyba pardavimui,Švenčionių r. sav.,Stepurkiškė id:914070 7 kmb.,127000,174.0,7,2,,,Kietu kuru,1940,30.31
2262,Namas pardavimui,Vilnius,"Bajorai, Jono Kairiūkščio g. id:914064",10000,18.0,4,1,,,,2008,45.45
2263,Kotedžas pardavimui,Vilnius,"Aukštieji Paneriai, Paluknio g. id:909934 4 kmb.",165000,96.0,4,2,Plytinis,,,2022,3.31
2264,Namas pardavimui,Ukmergės r. sav.,"Ukmergė, Malkų g. id:912286 6 kmb.",89000,126.0,6,2,Mūrinis,Įrengtas,Kietu kuru,1975,7.0
2265,Namas pardavimui,Vilniaus r. sav.,"Buivydiškės, Tijūnų g. id:914009 1 kmb.",19990,19.0,1,1,Plytinis,Naujas,,1985,45.45
2266,Namas pardavimui,Šalčininkų r. sav.,"Eišiškės, Bažnyčios g. id:914001 3 kmb.",30000,63.0,3,1,Medinis,Įrengtas,Kietu kuru,1940,9.0
2267,Sodo Namas pardavimui,Utenos r. sav.,"Vosgėliai, Lakštingalų g. id:913944 2 kmb.",28700,57.88,2,1,Mūrinis,Įrengtas,Kietu kuru,2004,10.0
2268,Kotedžas pardavimui,Klaipėdos r. sav.,"Mazūriškiai, Trapėnų g. id:648776 5 kmb.",155000,103.0,5,2,Mūrinis,Nebaigtas Statyti,Dujinis,2021,4.0
2269,Namas pardavimui,Šiauliai,"Rėkyva, Žibutės Sodų 2-oji g. id:913856 4 kmb.",104900,148.0,4,2,Plytinis,Tvarkingas,,1989,6.12
2270,Sodyba pardavimui,Utenos r. sav.,Gaigaliai id:901358 3 kmb.,11000,83.05,3,1,Rąstinis,Įrengtas,Kietu kuru,1940,15.0
2271,Namas pardavimui,Palanga,Kurorto g. id:906777 4 kmb.,129000,85.0,4,1,,,,2001,4.0
2272,Namas pardavimui,Vilnius,"Trakų Vokė, Girių g. id:895170 4 kmb.",165000,95.0,4,1,Plytinis,,,2022,5.0
2273,Namas pardavimui,Vilnius,"Verkiai, Brastos g. id:913631 5 kmb.",210000,168.0,5,2,Plytinis,,,2010,6.0
2274,Namas pardavimui,Klaipėdos r. sav.,"Ginduliai, Vieversių g. id:913551 3 kmb.",217000,116.0,3,2,,,,2016,6.0
2275,Namas pardavimui,Panevėžio r. sav.,"Smilgiai, Knygnešio Bataičio g. id:881344 4 kmb.",53000,114.0,4,1,Plytinis,,Kietu kuru,1983,27.92
2276,Namas pardavimui,Panevėžys,"Centras, Šiaulių g. id:913287 3 kmb.",326000,124.0,3,2,Plytinis,,"Centrinis, Dujinis",2007,3.13
2277,Namas pardavimui,Varėnos r. sav.,"Dubičiai, Alyvų g. id:913509 5 kmb.",29700,130.0,5,2,Mūrinis,Įrengtas,Kietu kuru,1988,25.0
2278,Namas pardavimui,Alytus,"Stoties, Vaivorykštės g. id:892894 4 kmb.",147000,147.0,4,2,Plytinis,,Elektrinis,2019,6.89
2279,Namas pardavimui,Vilnius,"Užupis, Polocko g. id:913428 2 kmb.",59900,45.0,2,1,Medinis,,"Dujinis, Kietu kuru",1940,2.0
2280,Namas pardavimui,Vilnius,"Krakiškės, Balsių Sodų 5-oji g. id:913421 5 kmb.",354000,199.0,5,2,Plytinis,,Dujinis,1987,6.0
2281,Namas pardavimui,Kauno r. sav.,"Piliuona, Sodų g. id:913403 5 kmb.",177000,130.0,5,2,Mūrinis,Įrengtas,Kietu kuru,1983,30.0
2282,Kotedžas pardavimui,Palanga,Vaivorykštės g. id:843093 3 kmb.,284000,100.0,3,2,,,,2017,3.0
2283,Namas pardavimui,Vilnius,"Verkiai, Babinių Sodų 10-oji g. id:913347 3 kmb.",98000,85.0,3,2,Plytinis,,Kietu kuru,1981,6.0
2284,Namas pardavimui,Klaipėdos r. sav.,"Priekulė, Turgaus g. id:862971 5 kmb.",69000,122.0,5,2,Mūrinis,Įrengtas,Kietu kuru,1982,45.45
2285,Kotedžas pardavimui,Klaipėda,"Baltija, Skinijos g. id:912860 5 kmb.",400000,196.0,5,3,Plytinis,Naujas,Dujinis,2006,4.0
2286,Namas pardavimui,Utenos r. sav.,"Utena, Paupio g. id:895007 6 kmb.",359000,328.0,6,2,Plytinis,,Kietu kuru,2010,18.37
2287,Sodo Namas pardavimui,Alytaus r. sav.,"Medukšta, Vyturių g. id:853484 3 kmb.",29800,81.33,3,2,Mūrinis,Įrengtas,Kietu kuru,1987,6.0
2288,Namas pardavimui,Vilniaus r. sav.,"Klevinė, Girių g. id:913260 4 kmb.",215000,104.0,4,2,Plytinis,,,2023,7.5
2289,Namas pardavimui,Vilniaus r. sav.,"Klevinė, Girių g. id:913259 4 kmb.",245000,118.0,4,2,Plytinis,,,2023,7.5
2290,Kotedžas pardavimui,Vilnius,"Tarandė, V. Smakausko g. id:893703 3 kmb.",165000,77.0,3,2,Plytinis,,,2023,1.14
2291,Namas pardavimui,Vilniaus r. sav.,"Didžioji Riešė, Žalioji g. id:879082 4 kmb.",399000,183.0,4,2,Plytinis,,Dujinis,2002,12.5
2292,Namas pardavimui,Kaunas,"Romainiai, Romainių g. id:913244 4 kmb.",164999,111.0,4,2,Karkasinis,,,2024,2.87
2293,Namas pardavimui,Kaunas,"Romainiai, Romainių g. id:725237 4 kmb.",144900,95.0,4,2,Karkasinis,,,2024,2.85
2294,Namas pardavimui,Pasvalio r. sav.,"Pušalotas, Dičiūnų g. id:794924 3 kmb.",18500,102.0,3,1,Medinis,,Kietu kuru,1964,29.0
2295,Namas pardavimui,Kaunas,"Žaliakalnis, Gaižiūnų g. id:886123 6 kmb.",290000,218.0,6,2,Plytinis,Tvarkingas,Dujinis,1985,5.86
2296,Kotedžas pardavimui,Klaipėdos r. sav.,"Trušeliai, Luknojų g. id:800401 4 kmb.",170000,101.0,4,2,,,,2010,3.0
2297,Namas pardavimui,Vilniaus r. sav.,"Mickūnai, Vilniaus g. id:913048 4 kmb.",339000,126.0,4,2,Plytinis,,,2023,6.74
2298,Namas pardavimui,Mažeikių r. sav.,"Kurmaičiai, Sodininkų g. id:911843 3 kmb.",120000,76.0,3,1,Plytinis,Naujas,Elektrinis,2022,0.59
2299,Namas pardavimui,Vilniaus r. sav.,"Klevinė, Girių g. id:912057 4 kmb.",253000,125.0,4,1,Plytinis,,,2023,7.7
2300,Namas pardavimui,Kauno r. sav.,"Smiltynai II, Ąžuolų tak. id:913015 2 kmb.",45000,53.0,2,1,Plytinis,,Kietu kuru,1984,8.02
2301,Namas pardavimui,Biržų r. sav.,"Biržai, Pasvalio g. id:912991 6 kmb.",49500,100.0,6,2,Plytinis,,Kietu kuru,1926,37.19
2302,Namas pardavimui,Panevėžys,"Pilėnai, Margirio g. id:912990 3 kmb.",249000,105.0,3,1,Plytinis,,Dujinis,2021,5.59
2303,Namas pardavimui,Radviliškio r. sav.,Palonai id:912988 3 kmb.,14000,66.0,3,1,Plytinis,,"Dujinis, Kietu kuru",1975,19.34
2304,Namas pardavimui,Švenčionių r. sav.,"Padubingė, Upės g. id:912961 2 kmb.",53000,81.0,2,1,Plytinis,,,2018,470.0
2305,Kotedžas pardavimui,Palanga,Austėjos g. id:907957 4 kmb.,256800,107.0,4,2,,,,2024,7.0
2306,Kotedžas pardavimui,Vilnius,"Aukštieji Paneriai, Kaimynų g. id:912924 4 kmb.",189000,148.0,4,2,Plytinis,,,2023,4.0
2307,Kotedžas pardavimui,Vilnius,"Tarandė, Vaivadiškių g. id:912918",475000,139.0,4,2,Plytinis,,,2022,4.0
2308,Namas pardavimui,Panevėžio r. sav.,"Ėriškiai, Papiškių g. id:912891 6 kmb.",52000,153.0,6,1,,,Kietu kuru,1970,12.2
2309,Namas pardavimui,Panevėžio r. sav.,Taruškos id:912890,23900,54.0,4,1,,,,1964,45.45
2310,Kotedžas pardavimui,Vilnius,"Baltupiai, Kolektyvo g. id:912884 4 kmb.",298000,88.0,4,2,Plytinis,,,2024,3.3
2311,Namas pardavimui,Utenos r. sav.,"Utena, Atgimimo g. id:894985 5 kmb.",172900,149.0,5,1,Plytinis,,,2024,9.69
2312,Kotedžas pardavimui,Vilnius,"Baltupiai, Kolektyvo g. id:912848 4 kmb.",320000,125.0,4,2,,,Dujinis,2023,3.5
2313,Namas pardavimui,Švenčionių r. sav.,"Kūriniai, Kaltanėnų g. id:827738 3 kmb.",56500,103.12,3,1,Medinis,Dalinė apdaila,Kietu kuru,2003,365.0
2314,Sodyba pardavimui,Šiaulių r. sav.,"Pakšteliai, Šakynos g. id:901574 3 kmb.",30000,90.0,3,1,Medinis,Įrengtas,,1935,320.0
2315,Namas pardavimui,Vilniaus r. sav.,"Bajorai, Lapių g. id:886002 5 kmb.",216000,346.0,5,2,Plytinis,,,2018,45.45
2316,Namas pardavimui,Palanga,Putinų tak. id:784362 6 kmb.,282000,217.0,6,2,Plytinis,,Geoterminis,2013,14.98
2317,Namas pardavimui,Kaunas,"Dainava, Kovo 11-osios g. id:912713",19900,34.0,4,1,Plytinis,,,1970,0.23
2318,Kotedžas pardavimui,Vilnius,"Baltupiai, Kolektyvo g. id:912700 5 kmb.",340000,165.0,5,2,Plytinis,,Dujinis,2023,3.5
2319,Kotedžas pardavimui,Vilnius,"Baltupiai, Kolektyvo g. id:912589 5 kmb.",355000,130.0,5,3,Plytinis,,Elektrinis,2023,3.0
2320,Sodyba pardavimui,Vilniaus r. sav.,Grabiškės id:912578 3 kmb.,42000,30.0,3,1,Karkasinis,,Elektrinis,1995,203.0
2321,Sodyba pardavimui,Ignalinos r. sav.,Akriemiai id:912560 2 kmb.,89000,88.0,2,1,Rąstinis,Įrengtas,Kietu kuru,1945,50.0
2322,Namas pardavimui,Šventoji,Žemuogių tak. id:912171,49900,90.0,4,1,,,,2010,6.0
2323,Namas pardavimui,Klaipėdos r. sav.,"Jakai, Baltų g. id:895747 5 kmb.",230000,176.0,5,2,Mūrinis,Įrengtas,"Dujinis, Kietu kuru",2009,7.0
2324,Namas pardavimui,Klaipėda,"Tauralaukis, Tauralaukio g. id:830438 4 kmb.",215600,86.24,4,2,Mūrinis,Įrengtas,"Dujinis, Oras-vanduo",2023,5.0
2325,Sodyba pardavimui,Trakų r. sav.,Semeliškės id:896704,317000,566.0,4,2,,,Kietu kuru,2007,1633.0
2326,Kotedžas pardavimui,Kaunas,"Vytėnai, Užnerio g. id:811430 4 kmb.",235000,135.0,4,2,Plytinis,,Dujinis,2022,3.15
2327,Namas pardavimui,Vilnius,"Trakų Vokė, Sirpučių g. id:885864 5 kmb.",139000,160.0,5,2,Plytinis,,Dujinis,2015,45.45
2328,Namas pardavimui,Raseinių r. sav.,"Raseiniai, Stonų g. id:912384 3 kmb.",20000,58.0,3,1,Plytinis,Reikia remonto,,1960,8.22
2329,Sodyba pardavimui,Širvintų r. sav.,"Kernavė, Pajautos g. id:912327 5 kmb.",149000,179.0,5,2,Plytinis,,Kietu kuru,1982,35.0
2330,Namas pardavimui,Panevėžys,"Molainiai, Papušių g. id:912300 5 kmb.",248000,234.0,5,1,Plytinis,,"Dujinis, Kietu kuru",2007,9.03
2331,Namas pardavimui,Kauno r. sav.,"Dievogala, Andriaus Gustaičio g. id:912296 3 kmb.",99000,79.37,3,2,Rąstinis,Įrengtas,Kietu kuru,1945,72.0
2332,Namas pardavimui,Vilnius,"Antakalnis, Smėlynės Sodų 3-ioji g. id:912251 5 kmb.",170000,160.0,5,2,Plytinis,,Kietu kuru,2011,7.34
2333,Kotedžas pardavimui,Klaipėda,"Giruliai, Turistų g. id:912218 5 kmb.",350000,126.0,5,2,Plytinis,,Dujinis,2008,2.37
2334,Namas pardavimui,Raseinių r. sav.,"Viduklė, Kęstučio g. id:912212 6 kmb.",25000,180.05,6,1,Rąstinis,Įrengtas,Kietu kuru,1890,23.0
2335,Namas pardavimui,Utenos r. sav.,"Utena, Svajonių g. id:912211 4 kmb.",135000,113.0,4,1,Mūrinis,Dalinė apdaila,Elektrinis,2023,10.0
2336,Sodyba pardavimui,Tauragės r. sav.,Sodalė id:912180 3 kmb.,13500,65.0,3,1,,,Kietu kuru,1975,26.0
2337,Namas pardavimui,Vilnius,"Valakampiai, Antano Škėmos g. id:885901 5 kmb.",826000,201.0,5,2,Plytinis,,Dujinis,2014,45.45
2338,Namas pardavimui,Vilnius,"Tarandė, Laidagalvių g. id:885900 7 kmb.",498000,440.0,7,2,Plytinis,,Dujinis,1999,45.45
2339,Namas pardavimui,Vilnius,"Antakalnis, Pylimėlių g. id:885795 4 kmb.",418000,133.0,4,2,Plytinis,,Geoterminis,2016,45.45
2340,Namas pardavimui,Vilnius,"Salininkai, Dusinėnų g. id:894387 4 kmb.",312700,115.0,4,2,Plytinis,,,2022,7.7
2341,Namas pardavimui,Kretingos r. sav.,"Vydmantai, Miško g. id:912128 5 kmb.",110000,108.0,5,2,Mūrinis,Įrengtas,Dujinis,1971,20.0
2342,Namas pardavimui,Kretingos r. sav.,"Vydmantai, Saulėtekio g. id:537791 5 kmb.",284000,150.0,5,2,Mūrinis,Įrengtas,"Dujinis, Elektrinis",2022,45.45
2343,Sodyba pardavimui,Molėtų r. sav.,Gruodžiai id:911477 5 kmb.,277400,125.0,5,2,,,Kietu kuru,2012,79.0
2344,Namas pardavimui,Palanga,Vaivorykštės g. id:912095 3 kmb.,320000,74.0,3,1,Plytinis,Naujas,,2021,4.0
2345,Namas pardavimui,Biržų r. sav.,"Biržai, Pasvalio g. id:912089 4 kmb.",55000,66.0,4,1,,,Kietu kuru,1950,41.75
2346,Namas pardavimui,Alytaus r. sav.,"Nemunaitis, Alyvų g. id:908894 5 kmb.",180000,79.0,5,1,,,,2010,45.45
2347,Namas pardavimui,Trakų r. sav.,"Vosyliukai, Gėlių g. id:893696 4 kmb.",225000,129.0,4,2,Plytinis,,,2023,8.43
2348,Namas pardavimui,Tauragės r. sav.,"Tauragė, Versmės g. id:912041 5 kmb.",99000,287.0,5,2,Plytinis,,Kietu kuru,1983,11.92
2349,Kotedžas pardavimui,Palanga,Uosių g. id:912030 4 kmb.,236900,103.0,4,2,Plytinis,,,2023,2.0
2350,Namas pardavimui,Kaunas,"Romainiai, Lubinų g. id:912028 3 kmb.",173000,78.0,3,2,Plytinis,,Dujinis,2022,2.09
2351,Namo Dalis pardavimui,Klaipėdos r. sav.,"Mazūriškiai, Juodžemių g. id:912016 6 kmb.",135000,197.62,6,2,Mūrinis,Dalinė apdaila,Dujinis,2007,10.0
2352,Namas pardavimui,Kaunas,"Romainiai, Girios g. id:912015 16 kmb.",185000,268.52,16,2,Mūrinis,Nebaigtas Statyti,Dujinis,2023,12.0
2353,Namas pardavimui,Utenos r. sav.,"Utena, Šiaurės g. id:911957 5 kmb.",300000,126.72,5,2,Mūrinis,Įrengtas,Centrinis,2007,9.0
2354,Kotedžas pardavimui,Klaipėda,"Vėtrungė, Birutės g. id:911927 5 kmb.",320000,129.0,5,2,Plytinis,Naujas,Dujinis,2011,2.4
2355,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Sodybų g. id:795813 4 kmb.",145000,80.0,4,1,Mūrinis,Įrengtas,Oras-vanduo,2023,8.0
2356,Kotedžas pardavimui,Klaipėdos r. sav.,"Mazūriškiai, Jurgaičių g. id:680135 1111 kmb.",135000,192.0,4,2,Mūrinis,Neįrengtas,Šildymo nėra,2007,11.0
2357,Namas pardavimui,Jurbarko r. sav.,"Dainiai, Vakaro g. id:911818 4 kmb.",290000,223.0,4,2,Plytinis,,Kietu kuru,2017,37.9
2358,Kotedžas pardavimui,Kunigiškės,Vaivorykštės g. id:788921 4 kmb.,180000,77.0,4,2,,,,2010,1.0
2359,Sodyba pardavimui,Rietavo sav.,Girdvainiai id:911675 4 kmb.,249000,158.0,4,1,,,,2014,370.0
2360,Namas pardavimui,Klaipėdos r. sav.,"Jakai, Jubiliejaus g. id:827725 4 kmb.",134000,100.0,4,1,Mūrinis,Dalinė apdaila,Oras-vanduo,2023,4.0
2361,Namas pardavimui,Akmenės r. sav.,"Kruopiai, Šiaulių g. id:867691 3 kmb.",45000,196.97,3,1,Monolitinis,Įrengtas,Kietu kuru,1984,31.0
2362,Sodyba pardavimui,Klaipėdos r. sav.,Trepkalniai id:713508 6 kmb.,28000,120.0,6,1,Medinis,Reikia remonto,Kietu kuru,1950,17.0
2363,Namo Dalis pardavimui,Klaipėda,"Melnragė, Molo g. id:781731 2 kmb.",83000,48.0,2,1,Plytinis,Reikia remonto,Kietu kuru,1970,2.0
2364,Namas pardavimui,Klaipėdos r. sav.,Klipščiai id:381437 4 kmb.,200000,85.0,4,1,Blokinis,Naujas,Dujinis,2018,4.5
2365,Namas pardavimui,Vilniaus r. sav.,"Sakiškės, Beržo 3-ioji g. id:827652 4 kmb.",105000,104.38,4,1,Mūrinis,Įrengtas,Kietu kuru,1982,6.0
2366,Sodo Namas pardavimui,Utenos r. sav.,"Jasonys, Kalnelio tak. id:823182 2 kmb.",26999,31.39,2,1,Karkasinis,Įrengtas,Šildymo nėra,1978,10.0
2367,Namas pardavimui,Utenos r. sav.,"Jasonys, Senolių g. id:849547 2 kmb.",85000,70.29,2,1,Mūrinis,Įrengtas,"Centrinis, Kietu kuru, Oras-oras",1985,4.0
2368,Namas pardavimui,Utenos r. sav.,"Utena, Vasaros g. id:773307 5 kmb.",139900,141.99,5,2,Mūrinis,Įrengtas,"Centrinis, Dujinis, Kietu kuru",1968,5.0
2369,Namas pardavimui,Utenos r. sav.,"Utena, Metalo g. id:886508 3 kmb.",55000,203.1,3,1,Blokinis,Įrengtas,"Centrinis, Kietu kuru",1978,45.45
2370,Sodyba pardavimui,Ukmergės r. sav.,Pavytinė id:876959 3 kmb.,60000,66.68,3,1,Mūrinis,Įrengtas,"Centrinis, Kietu kuru",1962,320.0
2371,Namas pardavimui,Utenos r. sav.,"Užpaliai, Kranto g. id:909246 2 kmb.",21400,46.13,2,1,Rąstinis,Įrengtas,Kietu kuru,1946,18.0
2372,Kotedžas pardavimui,Palanga,Maironio g. id:911639 5 kmb.,475000,139.0,5,3,Plytinis,,,2016,2.0
2373,Sodyba pardavimui,Skuodo r. sav.,"Girdeniai, Veretos g. id:911605 3 kmb.",42000,134.0,3,1,Plytinis,Naujas,Kietu kuru,1991,50.0
2374,Namas pardavimui,Kaunas,"Vytėnai, Erškėčių g. id:911336 5 kmb.",1150000,466.0,5,1,Plytinis,,Dujinis,2016,10.02
2375,Namas pardavimui,Vilniaus r. sav.,"Raišiai, Raišių g. id:911518 5 kmb.",365000,223.0,5,2,Mūrinis,Dalinė apdaila,Geoterminis,2024,9.0
2376,Kotedžas pardavimui,Šventoji,Pylimo g. id:911516 3 kmb.,189000,85.0,3,2,Mūrinis,Įrengtas,Dujinis,2008,2.0
2377,Sodyba pardavimui,Vilniaus r. sav.,"Dusinėnai, Užupio g. id:888160 4 kmb.",59500,202.0,4,1,Medinis,,Kietu kuru,1940,21.7
2378,Kotedžas pardavimui,Vilnius,"Aukštieji Paneriai, Adomo Varno g. id:911436 4 kmb.",199000,147.0,4,2,Plytinis,,,2023,4.0
2379,Namas pardavimui,Klaipėdos r. sav.,"Girkaliai, Artojų g. id:891244 5 kmb.",255000,192.0,5,2,Mūrinis,Įrengtas,Oras-vanduo,2009,18.0
2380,Namas pardavimui,Klaipėdos r. sav.,"Klipščiai, Lazdynų g. id:840890 4 kmb.",165000,85.0,4,1,Mūrinis,Dalinė apdaila,Dujinis,2022,4.0
2381,Sodo Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Dituvos g. id:911402 1 kmb.",20000,20.0,1,1,Mūrinis,Įrengtas,Kietu kuru,1990,6.0
2382,Namas pardavimui,Vilnius,"Balsiai, Eustachijaus Valavičiaus g. id:851567 4 kmb.",208000,117.0,4,2,Plytinis,,,2023,5.0
2383,Namas pardavimui,Vilnius,"Naujoji Vilnia, Graužados g. id:909392 6 kmb.",225000,280.0,6,2,Plytinis,,Dujinis,2000,6.0
2384,Kotedžas pardavimui,Vilnius,"Valakampiai, Nemenčinės pl. id:890755 3 kmb.",379990,113.0,3,3,Plytinis,,Dujinis,2006,2.5
2385,Kotedžas pardavimui,Birštono sav.,"Birštonas, Turistų g. id:911339 3 kmb.",329000,124.0,3,3,Plytinis,,,2022,3.5
2386,Namas pardavimui,Kaunas,"Marvelė, Marvelės g. id:911338 2 kmb.",89000,48.0,2,1,,,Dujinis,1940,11.69
2387,Sodyba pardavimui,Jurbarko r. sav.,"Belvederis, Dvaro g. id:911334 6 kmb.",109000,170.0,6,2,Plytinis,,Kietu kuru,2012,218.0
2388,Namas pardavimui,Vilniaus r. sav.,"Gineitiškės, Atžalyno g. id:911320 7 kmb.",970000,472.0,7,2,Plytinis,,Dujinis,2011,15.0
2389,Namas pardavimui,Vilniaus r. sav.,"Vilkiškės, Pirmoji g. id:897210 4 kmb.",259000,147.0,4,2,Plytinis,,Kietu kuru,2016,6.39
2390,Namas pardavimui,Trakų r. sav.,Matiškė id:911301 3 kmb.,66900,49.0,3,1,,,,2023,45.45
2391,Sodo Namas pardavimui,Kretingos r. sav.,"Daubėnai, Kriaušių g. id:911222 1 kmb.",30000,20.0,1,1,Karkasinis,Įrengtas,Šildymo nėra,2015,12.0
2392,Namas pardavimui,Anykščių r. sav.,"Anykščiai, Kosmonautų g. id:911208 6 kmb.",39900,85.0,6,2,Karkasinis,,"Dujinis, Kietu kuru",1965,9.6
2393,Namas pardavimui,Palanga,Bijūnų tak. id:871065 6 kmb.,259500,169.0,6,2,,,,2014,45.45
2394,Sodo Namas pardavimui,Klaipėdos r. sav.,"Žiaukos, Vynuogių tak. id:812957 3 kmb.",23800,25.0,3,1,Mūrinis,Įrengtas,Kietu kuru,1971,6.0
2395,Sodo Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Pervalkos g. id:909481 3 kmb.",39900,90.09,3,2,Mūrinis,Įrengtas,Kietu kuru,2003,6.0
2396,Namas pardavimui,Vilnius,"Justiniškės, Sidaronių g. id:862286 3 kmb.",205000,54.0,3,2,Plytinis,,,2022,1.81
2397,Namas pardavimui,Vilniaus r. sav.,"Nemėžis, Žilvičio g. id:908934 4 kmb.",99800,144.0,4,2,Plytinis,,Elektrinis,2022,5.05
2398,Namas pardavimui,Trakų r. sav.,"Vosyliukai, Stirnių g. id:870034 3 kmb.",35000,60.0,3,2,Plytinis,,,1986,7.0
2399,Namas pardavimui,Kaunas,"Petrašiūnai, Medelyno g. id:910802 6 kmb.",219000,169.0,6,2,Plytinis,,Dujinis,1980,18.0
2400,Namas pardavimui,Vilniaus r. sav.,"Papiškės, Papiškių g. id:829070 7 kmb.",67500,226.0,7,1,,,,1995,15.0
2401,Namas pardavimui,Vilnius,"Naujakiemis, Naujasodžio g. id:897740 4 kmb.",64000,110.0,4,1,Plytinis,,,2022,600.0
2402,Kotedžas pardavimui,Šventoji,Ošupio tak. id:571691 3 kmb.,209000,81.0,3,2,Plytinis,Įrengtas,Dujinis,2008,1.73
2403,Namas pardavimui,Panevėžio r. sav.,"Startai, Startų g. id:910768 2 kmb.",31000,36.0,2,2,,,,1986,45.45
2404,Namas pardavimui,Panevėžys,"Žemaičiai, Gumbės g. id:910754 5 kmb.",225000,153.0,5,2,Plytinis,,Dujinis,2011,9.89
2405,Namas pardavimui,Panevėžio r. sav.,"Molainiai, Pievų g. id:893951 4 kmb.",280000,160.0,4,1,Plytinis,,,2021,10.3
2406,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Gilių g. id:910718 4 kmb.",138000,112.0,4,1,Plytinis,,,2023,12.0
2407,Sodo Namas pardavimui,Ignalinos r. sav.,"Ignalina, Diemeno g. id:910713 2 kmb.",25000,48.42,2,1,Rąstinis,Įrengtas,Kietu kuru,1983,5.0
2408,Namas pardavimui,Kaunas,"Žaliakalnis, Tvirtovės al. id:910690 5 kmb.",275000,215.0,5,2,Plytinis,,Dujinis,1956,5.75
2409,Namas pardavimui,Kaunas,"Žaliakalnis, Tvirtovės al. id:910689 4 kmb.",320000,244.0,4,2,Plytinis,,Dujinis,1964,7.17
