No,Title_,City_district,Place_rooms,Price,House area,Rooms No.,Floors,Contruction,Installation,Heating,Year of construction,Land area (a)
2068,Namas pardavimui,Kauno r. sav.,"Domeikava, Kaštonų g. id:916507 6 kmb.",159900,296.0,6,2,Plytinis,,Dujinis,1980,16.0
2069,Namas pardavimui,Kauno r. sav.,"Kampiškiai, Bičių g. id:916329 4 kmb.",140000,96.0,4,1,Plytinis,,,2023,8.55
2070,Sodyba pardavimui,Kėdainių r. sav.,Bičkai id:916323 3 kmb.,350000,1200.0,3,1,Plytinis,,,1991,100.0
2071,Namas pardavimui,Kaunas,"Vaišvydava, Tursono g. id:916506 4 kmb.",165000,164.0,4,1,Plytinis,,Dujinis,1982,7.5
2072,Kotedžas pardavimui,Palanga,Klaipėdos pl. id:916502 4 kmb.,214000,81.0,4,2,Plytinis,,,2023,2.16
2073,Namas pardavimui,Vilnius,"Aukštasis Pavilnys, Bedugnės g. id:916052 5 kmb.",269000,193.0,5,2,Plytinis,,Kietu kuru,2008,6.0
2074,Kotedžas pardavimui,Kauno r. sav.,"Radikiai, Žemynos g. id:899412 2 kmb.",69000,50.0,2,1,,,,2023,0.03
2075,Namas pardavimui,Panevėžys,"Stetiškės, Šėtos g. id:916448 4 kmb.",149000,124.0,4,1,Plytinis,,,2023,7.41
2076,Sodo Namas pardavimui,Klaipėdos r. sav.,"Purmaliai, Purmalių g. id:916447 4 kmb.",129000,102.0,4,1,Karkasinis,Dalinė apdaila,"Dujinis, Elektrinis",2022,6.0
2077,Namas pardavimui,Vilniaus r. sav.,"Didžioji Riešė, Vieversių g. id:911446 4 kmb.",335000,118.0,4,1,Plytinis,,,2022,11.0
2078,Sodo Namas pardavimui,Utenos r. sav.,"Deguliai, Žibučių g. id:916443 1 kmb.",6700,36.29,1,1,Medinis,Įrengtas,Šildymo nėra,1988,4.0
2079,Namas pardavimui,Kauno r. sav.,"Kačerginė, P. Mašioto g. id:890741 5 kmb.",575000,254.0,5,2,Medinis,,,1936,21.0
2080,Namas pardavimui,Vilkaviškio r. sav.,"Vilkaviškis, Gėlių g. id:867715 5 kmb.",140000,239.0,5,2,Plytinis,,"Dujinis, Kietu kuru",1995,9.0
2081,Namas pardavimui,Trakų r. sav.,"Trakai, Birutės g. id:916418 10 kmb.",1450000,644.0,10,2,Medinis,Naujas,Dujinis,2020,0.17
2082,Namas pardavimui,Panevėžys,"Žemaičiai, Daumėnų g. id:916408 4 kmb.",320000,226.0,4,2,Plytinis,Naujas,Dujinis,2013,15.11
2083,Sodyba pardavimui,Klaipėdos r. sav.,"Dercekliai, Lingių g. id:853714 5 kmb.",76000,89.0,5,1,Mūrinis,Dalinė apdaila,Kietu kuru,1920,20.0
2084,Namas pardavimui,Panevėžio r. sav.,"Raguva, Liepų g. id:895116 3 kmb.",24000,90.0,3,1,,,Kietu kuru,1970,67.04
2085,Sodyba pardavimui,Marijampolės sav.,"Liudvinavas, Dovinės 18-oji g. id:916361 3 kmb.",68880,173.0,3,1,,,,1925,336.0
2086,Kotedžas pardavimui,Vilniaus r. sav.,"Motiejiškės, Medininkų g. id:911877 4 kmb.",199000,175.0,4,2,Plytinis,,,2023,8.0
2087,Namas pardavimui,Trakų r. sav.,Lentvaris id:916303 3 kmb.,55000,58.0,3,1,Medinis,,Kietu kuru,1978,20.0
2088,Kotedžas pardavimui,Vilnius,"Naujoji Vilnia, Sodžiaus g. id:916259 5 kmb.",198000,110.0,5,1,Plytinis,,Dujinis,2023,6.0
2089,Namas pardavimui,Šiauliai,"Rėkyva, Rūtos Sodų 6-oji g. id:916242 2 kmb.",25000,54.0,2,1,Plytinis,,"Dujinis, Kietu kuru",1982,6.5
2090,Namas pardavimui,Kelmės r. sav.,"Janaučiai, Jaunimo g. id:895455 4 kmb.",74900,169.0,4,2,Plytinis,Tvarkingas,Centrinis,1991,16.0
2091,Sodyba pardavimui,Vilkaviškio r. sav.,"Vilkaviškis, J. Basanavičiaus g. id:876676 3 kmb.",60000,184.0,3,1,Plytinis,,Kietu kuru,1973,16.35
2092,Sodyba pardavimui,Vilkaviškio r. sav.,Rūda id:870219,69000,40.0,4,1,,,,1995,45.45
2093,Namas pardavimui,Marijampolės sav.,"Nartas, Padovinio g. id:876677 5 kmb.",193900,217.0,5,1,Plytinis,,Dujinis,2018,53.34
2094,Sodo Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Dituvos g. id:916187 3 kmb.",60000,84.0,3,2,Mūrinis,Įrengtas,Kietu kuru,1993,12.0
2095,Sodyba pardavimui,Klaipėdos r. sav.,"Dercekliai, Lingių g. id:842712 5 kmb.",76000,88.0,5,1,Mūrinis,Dalinė apdaila,Kietu kuru,1920,20.0
2096,Namas pardavimui,Kretingos r. sav.,"Kumponai, Tvenkinio tak. id:844969 6 kmb.",185000,139.08,6,2,Mūrinis,Renovuotas pastatas,"Elektrinis, Kietu kuru, Oras-vanduo",1983,6.0
2097,Sodyba pardavimui,Kėdainių r. sav.,Gožiai id:857454 3 kmb.,37000,90.0,3,1,,,"Centrinis, Dujinis",1947,1.0
2098,Namas pardavimui,Kunigiškės,Genio g. id:916138 4 kmb.,359000,84.0,4,1,Plytinis,,Dujinis,2007,3.62
2099,Namo Dalis pardavimui,Palanga,Vytauto g. id:747206 4 kmb.,399000,77.0,4,2,Medinis,Įrengtas,Elektrinis,1918,11.0
2100,Namas pardavimui,Palanga,Druskininkų g. id:757202 7 kmb.,290000,163.0,7,1,Plytinis,Įrengtas,Elektrinis,2007,0.35
2101,Namas pardavimui,Šiaulių r. sav.,"Vinkšnėnai, Griežlės g. id:866590 4 kmb.",164000,133.0,4,1,Plytinis,,Elektrinis,2023,12.0
2102,Sodo Namas pardavimui,Klaipėdos r. sav.,"Gargždai, Žiedų tak. id:721449 4 kmb.",62000,74.0,4,2,Mūrinis,Įrengtas,Kietu kuru,2010,4.0
2103,Namas pardavimui,Kunigiškės,Vingio g. id:916118 11 kmb.,635000,411.0,11,2,,,,2015,24.0
2104,Namas pardavimui,Marijampolės sav.,"Geležiniai, Sodžiaus g. id:916103 5 kmb.",55000,148.0,5,2,Plytinis,,Elektrinis,1952,34.69
2105,Namas pardavimui,Vilniaus r. sav.,"Pakonys, Gestų 2-oji g. id:916037 1 kmb.",65000,21.0,1,1,Plytinis,,Kietu kuru,2008,6.0
2106,Namas pardavimui,Elektrėnų sav.,"Vievis, Mokyklos g. id:916026 4 kmb.",48999,78.0,4,1,Plytinis,,Kietu kuru,1962,8.6
2107,Namas pardavimui,Vilnius,"Rasos, Geležinė g. id:900079 4 kmb.",350000,253.0,4,2,Plytinis,Tvarkingas,,1997,8.11
2108,Namas pardavimui,Panevėžio r. sav.,Naujamiestis id:915961 4 kmb.,20000,101.0,4,1,Blokinis,Reikia remonto,,1971,20.56
2109,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Bruožaičių g. id:915959 4 kmb.",220000,130.0,4,1,Mūrinis,Įrengtas,Dujinis,2022,8.0
2110,Namas pardavimui,Palanga,Maironio g. id:915956 10 kmb.,668800,151.0,10,2,Rąstinis,Įrengtas,Centrinis,1920,8.36
2111,Namas pardavimui,Molėtų r. sav.,"Molėtai, Sakalo g. id:842241 2 kmb.",235000,140.0,2,1,Blokinis,Įrengtas,"Kietu kuru, Oras-vanduo",2016,12.0
2112,Sodyba pardavimui,Utenos r. sav.,"Šeimyniškiai, Pilies g. id:792937 3 kmb.",79800,150.0,3,2,Mūrinis,Neįrengtas,Šildymo nėra,2007,100.0
2113,Namo Dalis pardavimui,Klaipėda,"Mokykla, Verpėjų g. id:915929 2 kmb.",82000,39.02,2,2,Mūrinis,Įrengtas,Dujinis,1958,2.0
2114,Kotedžas pardavimui,Šiaulių r. sav.,"Lieporiai, Mažosios Lietuvos g. id:865420 4 kmb.",130000,78.0,4,1,Plytinis,Naujas,Elektrinis,2023,5.0
2115,Sodyba pardavimui,Kelmės r. sav.,Šaukėnai id:664863 5 kmb.,20000,113.0,5,1,Medinis,Reikia remonto,,1940,33.0
2116,Sodo Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Dituvos g. id:915895 2 kmb.",49900,59.0,2,2,Mūrinis,Įrengtas,Kietu kuru,2011,6.0
2117,Namas pardavimui,Vilkaviškio r. sav.,"Sūdava, Miško g. id:915860 3 kmb.",25000,104.0,3,1,Plytinis,Naujas,Kietu kuru,1978,42.21
2118,Namas pardavimui,Vilnius,"Fabijoniškės, L. Giros g. id:915829 7 kmb.",399000,310.0,7,2,Monolitinis,,Dujinis,1996,5.22
2119,Namas pardavimui,Jurbarko r. sav.,"Pavidaujys, Vidaujos g. id:915579 4 kmb.",25000,70.0,4,1,Plytinis,,Kietu kuru,1982,14.0
2120,Sodyba pardavimui,Švenčionių r. sav.,"Naujadvaris, Dvaro g. id:915819",399000,767.0,4,1,,,Dujinis,1940,932.0
2121,Namas pardavimui,Anykščių r. sav.,Viešintos id:829706 4 kmb.,35000,126.0,4,1,Plytinis,,Kietu kuru,1970,17.21
2122,Namas pardavimui,Palanga,Vilimiškės kel. id:915767 4 kmb.,245000,144.0,4,1,,,,2023,10.0
2123,Namo Dalis pardavimui,Klaipėda,"Smeltė, Kintų g. id:901655 2 kmb.",76000,36.0,2,1,Plytinis,Įrengtas,Elektrinis,2011,4.0
2124,Namas pardavimui,Vilniaus r. sav.,"Mikališkės, Apynių 2-oji g. id:912898 5 kmb.",350000,268.0,5,2,Plytinis,,Geoterminis,2020,12.0
2125,Namas pardavimui,Klaipėdos r. sav.,"Vaiteliai, Vaitelių g. id:830945 4 kmb.",130000,112.0,4,2,Rąstinis,Įrengtas,"Elektrinis, Oras-oras",2015,12.0
2126,Namas pardavimui,Klaipėdos r. sav.,"Ginduliai, Vieversių g. id:788094 4 kmb.",247000,180.0,4,1,Mūrinis,Naujas,Šildymo nėra,2022,45.45
2127,Namas pardavimui,Šiauliai,"Centras, Dvaro g. id:890255 3 kmb.",100000,196.0,3,1,,Tvarkingas,Dujinis,1961,5.71
2128,Namas pardavimui,Vilnius,"Tarandė, Vaivadiškių g. id:913056 5 kmb.",469500,149.0,5,2,Plytinis,,Dujinis,2022,5.0
2129,Sodo Namas pardavimui,Klaipėdos r. sav.,"Šnaukštai, Agluonos g. id:915686 3 kmb.",43000,65.0,3,2,Mūrinis,Įrengtas,"Elektrinis, Kietu kuru",1989,6.0
2130,Namas pardavimui,Palanga,Malūno g. id:676665 5 kmb.,320000,105.0,5,2,Blokinis,Įrengtas,Dujinis,2012,2.0
2131,Kotedžas pardavimui,Klaipėdos r. sav.,"Gargždai, Žemaičių g. id:857792 3 kmb.",160000,75.0,3,2,Mūrinis,Įrengtas,Dujinis,2017,1.0
2132,Namas pardavimui,Utenos r. sav.,"Radeikiai, Plento g. id:865292 4 kmb.",69000,140.0,4,2,Mūrinis,Įrengtas,Centrinis,1940,400.0
2133,Namas pardavimui,Trakų r. sav.,"Onuškis, K. Petrausko a. id:906336 5 kmb.",18000,119.0,5,1,Medinis,Įrengtas,Kietu kuru,1956,45.45
2134,Namas pardavimui,Vilniaus r. sav.,"Šveicarai, Aukštoji g. id:773714 3 kmb.",40000,80.0,3,1,Medinis,,Kietu kuru,1940,87.0
2135,Sodyba pardavimui,Vilniaus r. sav.,"Skirgiškės, Sodiečių 4-oji g. id:882385 4 kmb.",65000,83.0,4,2,,,Elektrinis,1994,5.82
2136,Namas pardavimui,Šalčininkų r. sav.,Ragožiškės id:912843 4 kmb.,75000,133.0,4,1,,,,2023,37.0
2137,Sodyba pardavimui,Molėtų r. sav.,"Klabiniai, Lankų g. id:777860 3 kmb.",11000,79.0,3,1,Karkasinis,,Kietu kuru,1979,24.0
2138,Namas pardavimui,Vilniaus r. sav.,"Riešė, Šilo g. id:869239 5 kmb.",369999,300.0,5,2,Plytinis,,Dujinis,2013,5.25
2139,Namas pardavimui,Tauragės r. sav.,"Tauragė, J. Tumo-Vaižganto g. id:834109 4 kmb.",25000,75.0,4,2,,,Kietu kuru,1926,11.2
2140,Namas pardavimui,Kėdainių r. sav.,"Kėdainiai, Šėtos g. id:910384 3 kmb.",56000,151.0,3,1,,,Kietu kuru,1856,28.0
2141,Namas pardavimui,Kaišiadorių r. sav.,"Kaišiadorys, Koplytėlės g. id:787047 3 kmb.",120000,82.0,3,1,Plytinis,,,2023,13.55
2142,Namas pardavimui,Kaunas,"Petrašiūnai, Eglutės tak. id:862938 3 kmb.",94000,118.0,3,1,,,Kietu kuru,1938,4.97
2143,Sodyba pardavimui,Prienų r. sav.,"Stakliškės, Trakų g. id:856650 6 kmb.",120000,363.0,6,2,Plytinis,,Kietu kuru,1999,30.0
2144,Namas pardavimui,Kaunas,"Vaišvydava, F. Kiršos g. id:870519 6 kmb.",105000,250.0,6,2,Plytinis,,Kietu kuru,2004,7.05
2145,Sodyba pardavimui,Kaišiadorių r. sav.,"Sevelionys, Suotako g. id:877042 2 kmb.",52000,67.0,2,1,,,Kietu kuru,1965,92.0
2146,Namas pardavimui,Kauno r. sav.,"Šatijai, Centrinė g. id:915576 3 kmb.",158000,133.0,3,2,Plytinis,,Kietu kuru,1980,7.48
2147,Namas pardavimui,Palanga,S. Daukanto g. id:857225 3 kmb.,235000,47.0,3,1,Plytinis,,Dujinis,1939,2.5
2148,Sodyba pardavimui,Varėnos r. sav.,"Tolkūnai, Šaltinių g. id:888008",150000,163.0,4,2,Plytinis,,Kietu kuru,1987,25.65
2149,Namas pardavimui,Klaipėdos r. sav.,"Karklė, Gintaro g. id:888007 4 kmb.",219900,100.0,4,2,Karkasinis,,,2022,9.0
2150,Namas pardavimui,Palanga,Žemaitės g. id:888004 4 kmb.,750000,187.0,4,2,Plytinis,,Dujinis,1960,8.06
2151,Namas pardavimui,Jonavos r. sav.,"Mardošiškiai, Neries g. id:692625 1 kmb.",19500,50.0,1,1,Plytinis,,Kietu kuru,1988,8.0
2152,Sodyba pardavimui,Kalvarijos sav.,Aleksandravas id:807592 3 kmb.,14800,66.0,3,1,Plytinis,,Kietu kuru,1957,29.0
2153,Namas pardavimui,Kauno r. sav.,"Vandžiogala, Sodų g. id:879038 10 kmb.",161000,358.0,10,2,Plytinis,,Dujinis,1988,25.0
2154,Namas pardavimui,Kėdainių r. sav.,"Krakės, Dotnuvos g. id:872264 3 kmb.",12000,82.0,3,1,,,Kietu kuru,1910,16.66
2155,Namas pardavimui,Trakų r. sav.,"Trakai, Birutės g. id:709452 4 kmb.",1500000,310.0,4,2,Plytinis,,Dujinis,1997,34.42
2156,Namas pardavimui,Molėtų r. sav.,Alanta id:915559 5 kmb.,55000,176.0,5,2,Plytinis,,Kietu kuru,1984,28.46
2157,Namas pardavimui,Vilniaus r. sav.,Pranciškonys id:890988 3 kmb.,99000,82.0,3,1,Plytinis,,,2023,6.73
2158,Namas pardavimui,Panevėžys,"Skaistakalnis, Šermukšnių g. id:856068 3 kmb.",29000,45.0,3,2,,,Kietu kuru,1942,4.99
2159,Namas pardavimui,Panevėžio r. sav.,"Kaubariškis, Girios g. id:915555 1 kmb.",13000,31.0,1,1,,,Kietu kuru,1987,6.0
2160,Namas pardavimui,Šalčininkų r. sav.,"Dieveniškės, Ašmenos g. id:915554 2 kmb.",15000,64.0,2,1,,,Kietu kuru,1945,18.38
2161,Namas pardavimui,Trakų r. sav.,"Trakai, S. Mikulionio g. id:731971 5 kmb.",180000,246.0,5,2,Plytinis,,Centrinis,1995,7.29
2162,Namas pardavimui,Vilniaus r. sav.,Guopstos id:767992 5 kmb.,315000,200.0,5,1,Plytinis,,,2022,82.0
2163,Namas pardavimui,Švenčionių r. sav.,"Švenčionėliai, Vilniaus g. id:781084 5 kmb.",110000,192.0,5,2,Plytinis,,Kietu kuru,1983,14.5
2164,Sodyba pardavimui,Ukmergės r. sav.,"Pabaiskas, Vintaros g. id:824925 3 kmb.",19000,57.0,3,1,Karkasinis,,Kietu kuru,1961,15.0
2165,Namas pardavimui,Vilnius,"Aukštasis Pavilnys, Paeglinės Sodų 1-oji g. id:915523 5 kmb.",259000,183.0,5,2,Plytinis,,Dujinis,2019,8.0
2166,Sodyba pardavimui,Raseinių r. sav.,Pakapurnis id:854544 2 kmb.,20000,68.0,2,1,Plytinis,,Kietu kuru,1972,20.0
2167,Namas pardavimui,Raseinių r. sav.,"Virgainiai, Saulėtekio g. id:854506 3 kmb.",22000,103.0,3,1,Plytinis,,Kietu kuru,1972,37.0
2168,Namas pardavimui,Raseinių r. sav.,"Nemakščiai, Taikos g. id:854505 3 kmb.",32000,111.0,3,1,Plytinis,,Kietu kuru,1973,18.98
2169,Namas pardavimui,Vilniaus r. sav.,"Ežeraičiai, Ežeraičių g. id:764839 3 kmb.",324840,121.0,3,2,Plytinis,,Dujinis,2015,3.0
2170,Sodyba pardavimui,Širvintų r. sav.,"Darkuškiai, Naujųjų Darkuškių g. id:687701 4 kmb.",149000,151.0,4,1,Plytinis,,,2020,260.0
2171,Namas pardavimui,Vilnius,"Balsiai, Krakiškių g. id:812503 4 kmb.",175000,128.0,4,2,Plytinis,,Dujinis,2020,7.5
2172,Namas pardavimui,Vilnius,"Aukštieji Paneriai, Kaimynų g. id:908888 5 kmb.",339000,124.0,5,1,Plytinis,,,2022,7.1
2173,Kotedžas pardavimui,Vilnius,"Tarandė, Edinburgo g. id:840593 5 kmb.",195000,132.0,5,3,Plytinis,Naujas,,2023,4.0
2174,Namas pardavimui,Palanga,Maironio g. id:755421,950000,350.0,4,1,,,,2016,4.0
2175,Namas pardavimui,Monciškės,Šviesos g. id:893045 3 kmb.,163000,70.0,3,1,Karkasinis,Įrengtas,Dujinis,2020,8.0
2176,Namas pardavimui,Monciškės,Žiemgalos g. id:915390 3 kmb.,90000,120.0,3,2,Blokinis,,Elektrinis,2023,5.0
2177,Namas pardavimui,Kunigiškės,Vaivorykštės g. id:673758 2 kmb.,110000,42.0,2,1,Plytinis,,,2021,45.45
2178,Namas pardavimui,Klaipėdos r. sav.,"Gargždai, J. Basanavičiaus g. id:855030 4 kmb.",175000,167.0,4,2,Plytinis,Suremontuotas,Dujinis,1985,4.0
2179,Namas pardavimui,Kretingos r. sav.,"Kretinga, Tenžės g. id:915344 5 kmb.",131000,144.72,5,2,Mūrinis,Įrengtas,Kietu kuru,1935,3.0
2180,Namas pardavimui,Palanga,Vytauto g. id:598999,155000,220.0,4,2,Plytinis,Reikia remonto,Dujinis,1993,7.0
2181,Namas pardavimui,Kaišiadorių r. sav.,Žiežmariai id:915282 3 kmb.,35000,52.0,3,1,,,Kietu kuru,1923,4.0
2182,Namas pardavimui,Palanga,Žemaičių g. id:915167 5 kmb.,450000,132.0,5,3,Plytinis,,Dujinis,2012,2.59
2183,Namas pardavimui,Šventoji,Šaltinio g. id:776469 4 kmb.,185000,79.0,4,1,Plytinis,Įrengtas,Elektrinis,2019,10.0
2184,Namas pardavimui,Klaipėda,"Melnragė, Dianos g. id:915145 3 kmb.",110000,80.0,3,2,Plytinis,,Kietu kuru,1980,5.36
2185,Namas pardavimui,Šiauliai,"Lieporiai, Luknės g. id:915127 4 kmb.",120000,87.0,4,2,Plytinis,,,2023,3.0
2186,Namas pardavimui,Vilniaus r. sav.,"Brinkiškės, Žalumos 17-oji g. id:899565 6 kmb.",279000,165.0,6,2,Medinis,,,2008,16.0
2187,Namas pardavimui,Vilniaus r. sav.,"Klevinė, Girių g. id:915081 5 kmb.",395000,175.0,5,1,Plytinis,,,2024,15.0
2188,Namas pardavimui,Vilniaus r. sav.,Aukštieji Rusokai id:915057 4 kmb.,279000,141.0,4,3,Plytinis,,Dujinis,2007,5.45
2189,Namas pardavimui,Vilniaus r. sav.,"Klevinė, Klevinės g. id:915055 4 kmb.",270000,116.0,4,2,Plytinis,,Dujinis,2004,4.8
2190,Kotedžas pardavimui,Kauno r. sav.,"Giraitė, Vyšnių g. id:906516 3 kmb.",189900,84.0,3,2,Plytinis,,Dujinis,2018,1.26
2191,Namas pardavimui,Kauno r. sav.,"Garliava, K. Donelaičio g. id:915053 4 kmb.",217000,140.0,4,2,Plytinis,,Dujinis,2006,2.69
2192,Namas pardavimui,Kalvarijos sav.,"Kalvarija, Seinų g. id:915049 4 kmb.",54000,173.0,4,2,Plytinis,,"Dujinis, Kietu kuru",1988,15.76
2193,Namas pardavimui,Kretingos r. sav.,"Parąžė, Tėviškės g. id:914092 5 kmb.",218000,140.0,5,1,Plytinis,,,2024,23.44
2194,Namas pardavimui,Elektrėnų sav.,"Vievis, Žvejų g. id:915039 3 kmb.",50000,57.0,3,1,Medinis,,Kietu kuru,1961,18.22
2195,Sodo Namas pardavimui,Klaipėdos r. sav.,"Kaspariškiai, Kalno g. id:915000 3 kmb.",99900,54.0,3,1,Karkasinis,Įrengtas,"Centrinis Kolektorinis, Skystas kuras",2023,6.0
2196,Kotedžas pardavimui,Klaipėdos r. sav.,"Trušeliai, Gilių g. id:914987 4 kmb.",195000,130.0,4,2,Blokinis,Įrengtas,Dujinis,2016,2.0
2197,Namas pardavimui,Klaipėdos r. sav.,"Gargždai, Laisvės g. id:914968 5 kmb.",285000,262.0,5,2,Mūrinis,Įrengtas,"Dujinis, Kietu kuru",2011,12.0
2198,Kotedžas pardavimui,Klaipėda,"Luizė, Pakruojo g. id:914954 5 kmb.",319000,239.0,5,3,,,Centrinis Kolektorinis,2018,6.0
2199,Namas pardavimui,Klaipėdos r. sav.,"Kalniškė, Anieliškės g. id:914946 4 kmb.",167500,117.09,4,1,Mūrinis,Įrengtas,"Centrinis Kolektorinis, Oras-vanduo",2023,45.45
2200,Namas pardavimui,Kretingos r. sav.,"Kretinga, Kluonalių g. id:914940 5 kmb.",300000,179.0,5,1,Mūrinis,Įrengtas,Kietu kuru,2020,18.0
2201,Namas pardavimui,Klaipėdos r. sav.,"Plikiai, Eketės g. id:914937 8 kmb.",200000,350.0,8,2,Mūrinis,Įrengtas,Oras-vanduo,2020,56.0
2202,Namas pardavimui,Klaipėdos r. sav.,"Girkaliai, Palangos g. id:914935 5 kmb.",90000,159.0,5,2,Mūrinis,Įrengtas,Kietu kuru,1977,19.0
2203,Namo Dalis pardavimui,Klaipėdos r. sav.,"Dovilai, Lankiškės g. id:914930 1 kmb.",13000,35.0,1,2,Mūrinis,Įrengtas,Kietu kuru,1934,6.0
2204,Sodyba pardavimui,Šalčininkų r. sav.,"Vaidagai, Ateities g. id:828085 1 kmb.",12000,49.0,1,1,Medinis,Įrengtas,Kietu kuru,1933,203.0
2205,Namas pardavimui,Klaipėdos r. sav.,Dauparai id:231369 3 kmb.,45000,60.0,3,2,,,,1986,9.0
2206,Kotedžas pardavimui,Šiauliai,"Žaliūkiai, Paukščių tak. id:846701 4 kmb.",289000,104.0,4,2,Plytinis,Naujas,Dujinis,2022,0.2
2207,Namas pardavimui,Šiauliai,"Centras, Žemkalnio g. id:914824 6 kmb.",169000,344.0,6,2,Plytinis,Tvarkingas,Centrinis,1980,10.89
2208,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Slengių g. id:914819 4 kmb.",226000,152.0,4,1,Mūrinis,Dalinė apdaila,"Elektrinis, Oras-vanduo",2022,8.0
2209,Namas pardavimui,Kėdainių r. sav.,"Kėdainiai, S. Jaugelio Telegos g. id:914809 5 kmb.",54000,130.0,5,2,Plytinis,,Kietu kuru,1961,45.45
2210,Namas pardavimui,Šalčininkų r. sav.,"Paturis, Paturio g. id:914798 3 kmb.",29500,68.06,3,1,Mūrinis,Įrengtas,"Elektrinis, Kietu kuru",1984,34.0
2211,Kotedžas pardavimui,Palanga,Elijos g. id:876339 3 kmb.,140000,63.0,3,2,Karkasinis,,,2021,2.54
2212,Kotedžas pardavimui,Vilnius,"Antakalnis, Pylimėlių g. id:913576 4 kmb.",350000,113.0,4,3,Plytinis,,Dujinis,2020,3.5
2213,Namas pardavimui,Vilniaus r. sav.,"Klevinė, Girių g. id:914751 5 kmb.",385000,175.0,5,1,Plytinis,,,2023,15.0
2214,Namas pardavimui,Vilkaviškio r. sav.,Kybartai id:903451 2 kmb.,9300,56.0,2,1,,,Kietu kuru,1930,45.45
2215,Namas pardavimui,Vilnius,"Bajorai, Bajorų Sodų 33-ioji g. id:914699 3 kmb.",499000,120.0,3,1,Plytinis,,Centrinis Kolektorinis,2019,7.22
2216,Namas pardavimui,Šalčininkų r. sav.,"Mantviliškės, Naujoji g. id:810527 2 kmb.",16500,86.34,2,1,Medinis,Įrengtas,Kietu kuru,1956,76.0
2217,Namas pardavimui,Klaipėdos r. sav.,"Radailiai, Alksnių g. id:205684 6 kmb.",350000,260.0,6,2,,,,2019,12.0
2218,Namas pardavimui,Trakų r. sav.,"Žukiškės, Mėgėjų g. id:914623 2 kmb.",48000,65.3,2,1,Mūrinis,Įrengtas,Kietu kuru,1960,24.0
2219,Namas pardavimui,Utenos r. sav.,"Vosgėliai, Vyturių g. id:914622 3 kmb.",69000,73.1,3,1,Mūrinis,Įrengtas,Šildymo nėra,2020,29.0
2220,Namas pardavimui,Klaipėdos r. sav.,"Purmaliai, Šermukšnių g. id:914618 4 kmb.",198000,98.72,4,2,Karkasinis,Dalinė apdaila,"Elektrinis, Oras-vanduo",2023,6.0
2221,Namas pardavimui,Klaipėdos r. sav.,"Gargždai, Užuovėjos g. id:846189 4 kmb.",165000,85.0,4,1,Plytinis,,,2022,4.5
2222,Namas pardavimui,Palanga,Kurorto g. id:897650 4 kmb.,189000,101.0,4,1,Karkasinis,,,2021,5.0
2223,Namas pardavimui,Monciškės,Monciškės g. id:845421 4 kmb.,298000,80.0,4,1,Plytinis,Įrengtas,,2023,4.5
2224,Namas pardavimui,Kretingos r. sav.,"Kretinga, Vytauto g. id:914609 4 kmb.",42000,62.0,4,1,Medinis,Reikia remonto,Kietu kuru,1947,45.45
2225,Kotedžas pardavimui,Vilnius,"Verkiai, Skalvos g. id:911130 5 kmb.",180000,111.0,5,2,Plytinis,,,2023,2.5
2226,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Unguros g. id:913974 4 kmb.",180000,93.0,4,2,Plytinis,Tvarkingas,Dujinis,2016,3.0
2227,Namas pardavimui,Kretingos r. sav.,"Rubuliai, Tulpių g. id:897126 4 kmb.",125000,80.0,4,1,Mūrinis,Įrengtas,"Elektrinis, Oras-oras, Oras-vanduo",2022,6.0
2228,Namas pardavimui,Kelmės r. sav.,"Tytuvėnai, Durpyno g. id:914566 3 kmb.",125000,205.0,3,2,Plytinis,,Geoterminis,1990,30.0
2229,Namas pardavimui,Šiauliai,"Rėkyva, Rūtos Sodų 5-oji g. id:914565 2 kmb.",27500,32.0,2,1,Plytinis,,"Dujinis, Kietu kuru",1989,6.77
2230,Namas pardavimui,Vilniaus r. sav.,"Klevinė, Girių g. id:914548 5 kmb.",360000,175.0,5,1,Plytinis,,,2023,15.0
2231,Namas pardavimui,Vilniaus r. sav.,"Kalveliai, Didžioji g. id:914543 3 kmb.",180000,154.0,3,1,Plytinis,,Kietu kuru,2015,6.0
2232,Sodyba pardavimui,Kupiškio r. sav.,Kirkėnai id:914531,9900,77.0,4,1,,,,1960,137.0
2233,Namas pardavimui,Vilnius,"Antakalnis, Anapilio g. id:914530 5 kmb.",620000,171.0,5,2,Plytinis,,,2017,11.0
2234,Sodyba pardavimui,Kauno r. sav.,"Smiltynai I, Svajonių g. id:914509 6 kmb.",117000,231.0,6,1,Plytinis,,Dujinis,1981,37.0
2235,Namas pardavimui,Klaipėdos r. sav.,"Svencelė, Juodkrantės g. id:914505 3 kmb.",199000,45.0,3,2,Plytinis,,,2021,2.0
2236,Namas pardavimui,Kelmės r. sav.,"Kelmė, Elektrinės skg. id:914492 4 kmb.",70000,181.0,4,1,Plytinis,,Kietu kuru,1969,6.0
2237,Namas pardavimui,Alytaus r. sav.,"Kurnėnai, Ežero g. id:914438 5 kmb.",169000,194.0,5,1,Plytinis,,,2022,37.29
