No,Price,House area,Rooms No.,Floors,Year of construction,Land area (a),Object type,Municipality
3411,19000,97.0,3,2,1964,0.8461,1,22
3412,19000,50.0,4,1,1964,45.45,1,56
3413,19000,33.0,1,1,1995,1.0,1,33
3414,18900,67.0,6,1,1940,88.0,4,3
3415,18900,97.0,5,2,1964,45.45,1,22
3416,18500,102.0,3,1,1964,29.0,1,34
3417,18500,68.0,3,1,1965,47.0,1,56
3418,18500,218.0,4,2,2020,40.0,1,45
3419,18500,68.0,3,1,1939,75.0,4,39
3420,18500,138.0,4,1,1985,26.0,4,49
3421,18500,143.0,5,1,1920,13.41,4,46
3422,18300,72.7,2,2,1925,45.45,1,3
3423,18000,47.0,2,1,1964,47.87,1,8
3424,18000,117.0,4,2,1964,45.45,1,32
3425,18000,140.0,4,2,1940,6.0,1,11
3426,18000,64.0,3,1,1962,169.0,1,39
3427,18000,119.0,5,1,1956,45.45,1,45
3428,18000,75.0,4,1,1970,32.0,4,1
3429,18000,33.0,4,1,2000,32.0,4,49
3430,18000,97.0,4,1,1880,16.3,1,26
3431,18000,54.0,2,1,1964,59.0,4,37
3432,18000,85.0,3,1,1936,60.0,4,10
3433,17900,25.0,2,1,1940,45.45,1,3
3434,17900,27.09,1,1,1995,6.0,3,23
3435,17700,16.0,1,1,1964,45.45,1,32
3436,17500,35.0,2,1,1964,0.06,1,32
3437,17300,52.0,2,1,1935,2.04,4,11
3438,17000,48.0,2,1,1988,125.0,4,39
3439,17000,40.87,2,1,1964,30.0,4,0
3440,17000,64.0,3,1,1967,16.1,1,41
3441,17000,106.0,6,1,1962,33.0,4,23
3442,17000,40.0,2,1,1964,45.45,1,32
3443,17000,73.0,3,2,1989,6.0,1,15
3444,16910,16.0,4,1,1988,45.45,1,51
3445,16900,59.0,3,2,1971,31.38,4,11
3446,16500,86.34,2,1,1956,76.0,1,54
3447,16500,20.0,1,1,1990,6.0,3,19
3448,16500,57.0,3,1,1987,1900.0,1,17
3449,16000,164.0,5,2,1990,21.0,1,11
3450,16000,25.0,2,1,1987,45.45,1,51
3451,16000,32.32,2,1,1940,22.0,4,46
3452,15800,48.0,2,2,1964,45.45,4,32
3453,15500,21.0,2,1,2001,45.45,1,15
3454,15500,75.0,3,1,1976,20.0,1,46
3455,15200,30.89,2,1,1984,5.0,3,47
3456,15200,47.0,2,1,1910,7.99,2,56
3457,15000,39.8,2,1,1949,45.45,2,3
3458,15000,21.0,1,1,1982,5.0,1,55
3459,15000,64.0,2,1,1945,18.38,1,54
3460,15000,40.0,4,1,2000,6.0,1,19
3461,15000,47.0,3,1,1964,35.0,4,39
3462,15000,68.0,3,1,1967,33.0,1,32
3463,15000,71.95,3,1,1960,18.0,4,61
3464,15000,38.0,3,1,1910,6.0,1,34
3465,15000,53.0,3,1,1925,43.55,4,10
3466,15000,135.0,3,2,1986,6.0,1,46
3467,15000,53.0,3,1,1905,11.37,1,11
3468,15000,62.0,2,1,1940,30.21,1,61
3469,14900,27.0,3,1,1981,45.45,1,3
3470,14800,66.0,3,1,1957,29.0,4,13
3471,14500,41.35,2,1,1934,146.0,4,22
3472,14000,24.0,4,1,1964,45.45,1,32
3473,14000,27.0,3,2,2001,45.45,1,14
3474,14000,96.96,4,4,1948,23.0,4,38
3475,14000,66.0,3,1,1975,19.34,1,38
3476,14000,112.0,5,2,1976,26.0,1,49
3477,14000,25.0,1,1,1990,6.0,3,19
3478,13900,46.0,2,1,1970,36.45,1,34
3479,13500,39.0,2,1,1964,0.06,1,32
3480,13500,65.0,3,1,1975,26.0,4,43
3481,13500,54.0,3,1,1955,17.0,4,17
3482,13500,47.0,2,1,1960,19.95,1,1
3483,13500,35.0,4,1,1990,45.45,1,14
3484,13200,49.72,2,1,1950,32.0,4,41
3485,13000,69.0,2,1,1987,56.51,4,13
3486,13000,31.0,1,1,1987,6.0,1,32
3487,13000,35.0,1,2,1934,6.0,2,19
3488,13000,80.0,3,1,1940,172.0,4,8
3489,13000,35.0,4,1,1964,45.45,1,33
3490,13000,82.0,3,1,1934,46.0,4,38
3491,13000,65.0,2,1,1983,6.0,3,47
3492,13000,33.0,1,1,1984,45.45,1,14
3493,12800,24.72,1,1,1943,24.0,1,3
3494,12500,83.0,4,1,1965,24.0,4,23
3495,12500,35.0,4,2,1984,3.8,1,49
3496,12500,63.0,3,1,1960,20.0,4,32
3497,12000,49.0,1,1,1933,203.0,4,54
3498,12000,81.0,3,1,1986,35.68,1,38
3499,12000,36.0,2,1,1961,38.11,4,48
3500,12000,82.0,3,1,1910,16.66,1,23
3501,12000,131.0,4,1,1920,15.0,4,48
3502,12000,63.68,2,1,1940,34.0,4,61
3503,12000,15.0,4,1,2023,45.45,1,51
3504,12000,25.0,1,1,2015,4.0,1,49
3505,11800,83.0,3,1,1940,2164.0,4,8
3506,11000,81.0,4,1,1964,45.45,1,23
3507,11000,52.0,2,1,1950,26.0,4,53
3508,11000,79.0,3,1,1979,24.0,4,27
3509,11000,83.05,3,1,1940,15.0,4,47
3510,10800,86.0,5,2,1954,10.24,1,5
3511,10800,108.0,4,2,1931,54.0,4,3
3512,10700,50.0,4,1,1961,225.0,4,54
3513,10200,18.0,1,1,2017,45.45,1,51
3514,10000,18.0,4,1,2008,45.45,1,51
3515,10000,18.0,4,1,2008,45.45,1,51
3516,10000,68.0,3,1,1970,18.39,1,10
3517,10000,70.0,4,1,1900,12.33,1,10
3518,10000,82.0,3,1,1940,124.0,1,47
3519,9900,72.0,3,1,1940,8.0,1,59
3520,9900,49.0,2,1,1974,19.7,1,22
3521,9900,77.0,4,1,1960,137.0,4,22
3522,9900,96.0,4,1,1930,56.0,4,32
3523,9800,117.0,5,1,1954,45.45,1,22
3524,9500,107.0,4,1,1922,20.0,1,38
3525,9400,64.0,6,1,1928,13.66,4,10
3526,9300,56.0,2,1,1930,45.45,1,49
3527,9000,40.0,2,1,1967,37.0,1,41
3528,8900,50.0,2,1,1868,5.31,1,27
3529,8900,63.0,2,2,1971,34.0,4,22
3530,8900,43.0,4,1,1994,6.0,4,32
3531,8800,95.0,2,1,1970,45.45,4,34
3532,8500,44.0,2,1,1967,20.0,1,10
3533,8400,24.0,2,1,1954,45.45,1,32
3534,8300,66.0,3,1,1960,10.35,1,11
3535,8000,134.0,3,1,1968,14.0,1,32
3536,8000,33.0,1,1,1954,0.06,1,32
3537,7900,55.0,2,1,1940,33.0,4,34
3538,7900,35.0,2,1,1995,6.0,4,32
3539,7800,80.0,4,1,1940,20.0,4,61
3540,7500,127.0,9,2,1954,0.19,1,34
3541,7500,65.0,3,1,1967,30.0,1,54
3542,7500,86.0,3,1,1940,72.01,1,3
3543,7000,89.0,3,1,1959,38.0,4,22
3544,7000,118.0,5,1,1966,11.0,1,34
3545,6900,48.0,4,1,1954,0.4,4,41
3546,6900,64.0,2,1,1956,22.45,1,38
3547,6700,36.29,1,1,1988,4.0,3,47
3548,6500,268.0,4,1,1954,45.45,1,23
3549,6000,15.0,1,1,1990,6.2,3,37
3550,5900,73.0,4,1,1935,45.45,1,42
3551,5900,100.0,4,1,1950,47.0,4,8
3552,5000,71.0,2,1,1956,45.45,4,8
3553,4600,77.0,3,1,1954,0.16,1,32
3554,4500,56.0,2,2,1954,0.06,1,32
3555,3950,19.0,4,1,1954,45.45,1,51
3556,3700,64.0,3,1,1954,0.1,1,32
